Year,Month,Day,Wind_speed,Surf_Pressure,Precipitation,R_Humidity,T_Max,T_Min,Dew
1987,12,7,2.25,98.66,2.79,83.81,29.34,22.21,22.26
1987,12,8,2.28,98.7,0.45,82.38,30.39,21.21,21.76
1987,12,9,2.23,98.73,0.94,83.19,30.17,21.58,22.11
1987,12,10,1.95,98.58,0.6,78.56,31.44,20.87,21.58
1987,12,11,1.66,98.44,0.27,77.06,31.58,20.89,21.31
1987,12,12,1.95,98.49,0.05,78.62,31.2,21.45,21.6
1987,12,13,1.64,98.58,0.01,75.5,31.25,21.06,21.17
1987,12,14,1.64,98.59,0.08,73.69,31.53,21.02,20.9
1987,12,15,2.02,98.56,0.1,77.69,31.8,21.45,21.51
1987,12,16,2.32,98.59,0.1,78.62,31.73,21.65,21.6
1987,12,17,1.68,98.64,0.17,74.31,31.38,21.28,21
1987,12,18,1.16,98.58,0.28,70.56,31.97,21.78,20.15
1987,12,19,2.25,98.55,0.65,77.81,31.41,21.9,21.35
1987,12,20,2.3,98.63,0.16,78,31.26,21.53,21.17
1987,12,21,2.09,98.7,0.04,76.12,31.83,21.33,20.98
1987,12,22,1.7,98.67,0,73.25,32.01,20.86,20.12
1987,12,23,1.23,98.47,0,69.88,31.98,21.01,19.61
1987,12,24,1.17,98.35,0,68.25,32.73,20.55,19.56
1987,12,25,1.41,98.34,0,72.25,33.08,21.21,21.02
1987,12,26,2.06,98.39,0,76,32.05,22.44,21.87
1987,12,27,1.67,98.44,2.32,76.12,31.73,22.27,21.87
1987,12,28,2.23,98.49,0.42,61.75,32.01,22.48,17.35
1987,12,29,2.19,98.54,0,54.38,32.01,20.65,14.64
1987,12,30,2.12,98.55,0,51,32.37,20.74,14.11
1987,12,31,1.95,98.5,0,57.06,32.74,19.32,15.79
1988,1,1,1.8,98.44,0,62.75,33.55,20.98,17.69
1988,1,2,1.67,98.51,0,72.62,32.26,21.81,20.9
1988,1,3,2.23,98.51,0,59.88,32.69,21.97,17.05
1988,1,4,2.69,98.5,0,54.25,32.39,19.25,13.71
1988,1,5,1.7,98.47,0,57.56,33.58,17.65,15.44
1988,1,6,1.77,98.54,0,61.5,33.43,22.01,17.74
1988,1,7,1.71,98.56,0,67.31,33.68,22.29,19.28
1988,1,8,1.38,98.53,0,59.06,34.05,21.32,17.49
1988,1,9,1.78,98.51,0,63.88,33.42,21.64,18.24
1988,1,10,1.59,98.44,0.01,59.44,34,21.24,17.26
1988,1,11,2.17,98.46,0,68.62,33.68,21.3,19.8
1988,1,12,1.2,98.51,0,67.31,33.48,21.65,19.64
1988,1,13,1.95,98.59,0,63.94,33.7,22.31,18.84
1988,1,14,1.95,98.52,0,54.31,34.21,21.71,15.01
1988,1,15,2.02,98.47,0,66.38,34.55,20.9,19.15
1988,1,16,2.45,98.55,0,69.56,34.31,21.86,20.53
1988,1,17,2.09,98.54,0.01,67,34.98,22.57,20.48
1988,1,18,2.04,98.49,0.04,66.94,35.45,22.65,20.6
1988,1,19,2.71,98.44,0.05,65.69,35.4,23.35,20.32
1988,1,20,2.46,98.47,0.06,66.94,34.58,22.64,20.39
1988,1,21,2.08,98.41,0,66.06,34.39,22.55,20.27
1988,1,22,2.31,98.36,0,61.5,35.46,22.71,18.85
1988,1,23,2.47,98.34,0,65,35.46,22.57,19.84
1988,1,24,3.8,98.37,0,68.12,34.32,23.22,20.6
1988,1,25,2.62,98.39,0,65.56,34.89,22.9,19.98
1988,1,26,2.16,98.36,0.04,65.5,35.76,22.49,20.48
1988,1,27,2.75,98.38,0.03,67.06,35.16,23.55,21.12
1988,1,28,3.18,98.43,0.02,67.62,35.05,23.66,21.21
1988,1,29,2.9,98.43,0.04,71.19,32.4,23.69,21.58
1988,1,30,3.16,98.43,0.04,71.56,32.31,23.75,21.55
1988,1,31,2.77,98.41,0.33,67.75,35.15,23.69,21.13
1988,2,1,2.35,98.44,0.14,66.31,35.47,23.4,20.89
1988,2,2,3.02,98.28,0.12,64.62,36.84,23.65,20.92
1988,2,3,2.15,98.27,0.32,63.44,36.23,24.09,21.15
1988,2,4,3.28,98.26,0.55,66.69,35.86,24.72,21.79
1988,2,5,3.35,98.33,0.75,64.12,36.33,23.98,20.65
1988,2,6,3.12,98.41,1.06,66.69,34.59,24.15,21.13
1988,2,7,3.05,98.36,0.59,63.56,36.37,23.61,20.62
1988,2,8,3.7,98.35,0.8,68.06,33.97,24.32,21.31
1988,2,9,3.26,98.27,0.86,69.75,32.49,23.85,20.92
1988,2,10,3.78,98.39,1.23,53.75,32.37,21.37,13.88
1988,2,11,3.57,98.43,0,36,34.41,19.4,8.02
1988,2,12,2.77,98.34,0,35.5,36.58,20.37,9.19
1988,2,13,1.99,98.34,0,47.31,37.4,20.6,13.16
1988,2,14,2.3,98.37,2.57,60,36.02,22.41,17.96
1988,2,15,3.08,98.36,0.59,64,34.2,22.7,19.53
1988,2,16,2.88,98.3,0.78,63.12,34.93,23.35,19.57
1988,2,17,3.13,98.33,0.57,61.75,35.87,22.81,19.43
1988,2,18,3.35,98.35,1.39,63.5,36.36,23.72,20.58
1988,2,19,2.84,98.36,0.6,62.38,36.76,23.61,20.4
1988,2,20,2.79,98.27,0.17,59.5,38.41,23.9,19.84
1988,2,21,3.28,98.26,0.11,59.88,37.98,24.65,20.33
1988,2,22,3.36,98.27,0.28,58.62,37.57,24.75,20.15
1988,2,23,3.48,98.23,0.24,59.69,36.6,24.79,20.26
1988,2,24,3.22,98.09,0.34,60.38,36.15,24.69,20.16
1988,2,25,3.24,98.04,0.71,59.56,38.65,24.45,20.23
1988,2,26,3.77,98.02,1.93,61,37.66,25.11,20.8
1988,2,27,3.19,98.05,1.1,62.94,36.88,24.63,21.16
1988,2,28,3.68,98.04,1.88,61.69,38.44,24.69,21.13
1988,2,29,4.25,98.16,3.71,73.19,33.09,25.26,22.65
1988,3,1,3.96,98.26,3.42,76.31,33.12,24.78,22.98
1988,3,2,4.1,98.35,1.58,69.31,35.33,24.42,22.08
1988,3,3,4.02,98.48,3.19,74.38,31.64,24.65,22.34
1988,3,4,4.09,98.43,1.39,71.5,34.03,24.14,22.17
1988,3,5,3.37,98.34,1.65,68.38,35.62,24.44,22.24
1988,3,6,3.78,98.38,3.35,75.56,32.77,24.8,23.2
1988,3,7,3.08,98.44,5.17,79.81,30.91,24.62,23.05
1988,3,8,2.71,98.53,5.09,77.38,32.05,23.85,22.22
1988,3,9,2.95,98.56,3.78,73.75,33.23,22.71,21.36
1988,3,10,2.65,98.53,5.21,69.94,35.23,22.56,20.87
1988,3,11,2.31,98.56,8.61,77.94,31.6,23.88,22.08
1988,3,12,3.27,98.41,1.05,67.81,34.66,23.13,20.3
1988,3,13,3.19,98.35,3.53,75.56,31.32,23.01,21.24
1988,3,14,3.16,98.4,2.09,66.81,35.33,22.06,19.96
1988,3,15,2.34,98.47,1.42,70,32.19,23.12,20.79
1988,3,16,3.25,98.45,2.18,72.31,34.61,23.43,21.94
1988,3,17,3.15,98.41,10.57,74.94,33.55,23.79,22.65
1988,3,18,3.74,98.49,1.63,76.5,32.08,23.83,22.45
1988,3,19,3.75,98.55,5.07,78.31,30.62,23.97,22.29
1988,3,20,2.61,98.63,5.73,71.5,29.95,22.8,19.73
1988,3,21,2.59,98.53,4.31,65.44,35.92,20.68,19.46
1988,3,22,2.86,98.53,1,66.88,35.76,22.84,20.98
1988,3,23,3.05,98.46,0.36,65.56,36.05,23.65,21.14
1988,3,24,2.49,98.35,0.42,67,36.04,23.8,21.45
1988,3,25,3.27,98.35,1.01,71.5,33.8,24.23,22.26
1988,3,26,3.25,98.41,0.88,66.38,37.33,23.77,21.32
1988,3,27,2.88,98.43,4.21,67.75,36.51,23.91,21.56
1988,3,28,2.73,98.27,2,65.62,37.26,23.9,21.48
1988,3,29,3.31,98.18,3.04,69.38,36.54,24.67,22.22
1988,3,30,3.68,98.18,3.43,70.75,36.79,24.16,22.26
1988,3,31,3.37,98.21,1.67,69,37.3,23.88,21.91
1988,4,1,3.55,98.16,0.57,66.88,37.33,24.1,21.87
1988,4,2,4.41,98.2,0.45,72.38,33.24,25.04,22.51
1988,4,3,4.27,98.26,0.76,76.19,31,24.53,22.5
1988,4,4,3.22,98.28,0.85,73.62,34.17,24.12,22.47
1988,4,5,2.98,98.27,0.91,70.38,35.26,24.15,22.4
1988,4,6,3.99,98.24,8.91,74.62,34.44,24.31,22.95
1988,4,7,3.77,98.28,3.5,77.44,31.95,23.97,22.86
1988,4,8,3.62,98.29,3.32,74.81,34.26,23.66,22.45
1988,4,9,3.46,98.3,3.95,72.25,35.42,23.45,22.26
1988,4,10,2.12,98.36,5.75,78.19,32.23,24.35,23.4
1988,4,11,2.52,98.34,0.6,68.62,35.27,24.29,21.17
1988,4,12,4.16,98.43,0.27,67.44,32.37,23.98,19.82
1988,4,13,2.84,98.5,0.74,68.31,35.33,23.44,20.83
1988,4,14,3.16,98.41,0.98,66.75,35.68,23.81,20.72
1988,4,15,3.58,98.36,0.93,68.06,34.2,23.5,21.01
1988,4,16,3.81,98.27,9.06,73.69,34.86,23.44,22.39
1988,4,17,3.86,98.4,4.74,79.19,31.28,23.83,22.58
1988,4,18,1.97,98.47,14.06,80.44,30.98,23,22.42
1988,4,19,1.55,98.4,8.96,85.19,28.71,23.02,22.66
1988,4,20,2.73,98.33,6.37,85.88,29.04,23.28,22.79
1988,4,21,2.19,98.47,12.42,80.38,30.75,22.66,22.04
1988,4,22,2.85,98.48,2.87,79.12,31.42,22.43,22
1988,4,23,3.2,98.54,1.79,78.38,31.91,22.36,21.6
1988,4,24,3.25,98.4,2.58,75.56,33.15,21.94,21.4
1988,4,25,2.91,98.37,7.81,82.25,29.66,22.21,21.87
1988,4,26,2.36,98.44,3.65,82.69,30.19,22.36,22.15
1988,4,27,1.48,98.54,3.51,76.81,32,23.05,22.03
1988,4,28,1.88,98.58,5.1,75.69,32.71,23.33,22.51
1988,4,29,1.88,98.62,3.41,84,29.55,23.59,23.29
1988,4,30,3.23,98.52,2.97,84,30.34,23.65,23.23
1988,5,1,3.33,98.46,2.08,78.19,32.56,23.26,22.54
1988,5,2,3.83,98.46,1.71,82,30.83,23.54,23.05
1988,5,3,2.99,98.56,2.39,77.56,32.59,23.68,22.29
1988,5,4,2.76,98.53,0.64,76.06,32.95,23.04,22.14
1988,5,5,2.91,98.52,1.82,77.44,33.38,23.67,22.96
1988,5,6,2.36,98.47,3.63,82.94,30.4,24,23.25
1988,5,7,3.13,98.45,2.53,79.62,32.76,23.23,22.77
1988,5,8,2.62,98.44,0.19,77.31,31.32,22.71,21.8
1988,5,9,2.91,98.41,2.47,74.88,34.76,22.86,22.02
1988,5,10,3.3,98.4,5.5,77.69,33.13,23.03,22.55
1988,5,11,3.01,98.4,7.45,80.06,31.51,23.18,22.58
1988,5,12,3.11,98.51,5.45,83.69,30.01,22.84,22.87
1988,5,13,3,98.56,6.34,76.75,32.84,22.73,21.98
1988,5,14,3.53,98.6,9.61,84.94,29.67,23.35,22.93
1988,5,15,3.38,98.65,11.91,82.56,30.91,22.98,22.86
1988,5,16,3.23,98.67,2.64,85.56,29.01,23.39,23.05
1988,5,17,3.29,98.57,5.59,83.62,31.09,23.18,23.35
1988,5,18,3.14,98.55,1.71,83.12,30.9,23.5,23.23
1988,5,19,3,98.55,1.38,81.25,31.32,23.52,22.96
1988,5,20,2.9,98.58,3.51,79.75,32.3,22.56,22.64
1988,5,21,3.77,98.58,11.62,83.75,31.31,22.83,23.15
1988,5,22,2.91,98.55,7.8,82.88,31.37,23.3,23.21
1988,5,23,2.91,98.49,11.62,83.5,31.01,23.33,23.29
1988,5,24,2.8,98.41,14.22,85.62,30.62,23.03,23.49
1988,5,25,2.41,98.5,10.08,84.81,30.65,23.03,23.46
1988,5,26,2.02,98.51,3.06,81.44,32.01,22.64,23.28
1988,5,27,2.86,98.48,7.54,86.31,30.01,23.37,23.62
1988,5,28,2.51,98.48,1.02,86.25,29.71,22.9,23.08
1988,5,29,2.61,98.48,1.81,81.94,31.22,22.44,22.74
1988,5,30,3.19,98.44,6.18,84.5,31.04,22.62,23.24
1988,5,31,3.44,98.64,6.99,86.31,29.74,22.98,23.02
1988,6,1,4.06,98.61,11.94,88.81,29.37,21.6,22.84
1988,6,2,3.17,98.71,9.91,90.12,27.36,22.72,22.77
1988,6,3,3.18,98.7,6.04,84.5,29.69,21.46,22.34
1988,6,4,3.86,98.79,8.95,86.75,29,22.17,22.67
1988,6,5,3.49,98.75,8.83,86.25,29.44,21.74,22.62
1988,6,6,3.55,98.73,5.39,87.5,28.71,22.35,22.86
1988,6,7,4.01,98.69,4.64,88.88,28.19,22.3,22.55
1988,6,8,3.42,98.69,4.91,87.81,28.25,21.57,22.17
1988,6,9,3.14,98.7,2.72,88.38,27.47,21.86,22.3
1988,6,10,2.84,98.69,0.65,89.19,27.19,22.23,22.37
1988,6,11,1.77,98.6,0.79,83.94,29.15,21.89,22.09
1988,6,12,2.6,98.67,0.52,85.38,28.51,21.74,21.63
1988,6,13,2.62,98.6,0.49,82.69,30.16,20.58,21.53
1988,6,14,2.41,98.59,0.63,84.06,30.04,21.7,22.51
1988,6,15,2.2,98.58,6.56,85.5,29.63,22.62,22.79
1988,6,16,2.09,98.49,3.8,84.38,29.54,22.14,22.4
1988,6,17,1.87,98.53,7.45,88.25,28.09,22.3,22.58
1988,6,18,2.21,98.55,15.83,88.56,28.17,22.28,22.48
1988,6,19,1.62,98.68,10.69,84.06,27.62,21.65,21.41
1988,6,20,1.75,98.7,2.51,85.69,28.24,21.18,21.66
1988,6,21,1.8,98.57,5.16,85.12,29.08,21.76,21.96
1988,6,22,2.03,98.58,5.7,85,29.27,21.73,22.11
1988,6,23,2.48,98.6,14.35,87.88,29.2,21.87,22.77
1988,6,24,2.79,98.64,9.37,87.69,28.3,22.02,22.27
1988,6,25,2.59,98.61,3.83,87.12,28.96,21.57,22.44
1988,6,26,1.93,98.69,0.71,86.88,27.9,22.01,21.94
1988,6,27,2.51,98.71,1.01,85.88,28.64,21.68,22.14
1988,6,28,4.15,98.58,1.5,85.94,29.19,21.73,22.33
1988,6,29,4.62,98.46,2.81,87.25,28.68,21.73,22.1
1988,6,30,2.58,98.54,9.49,89.38,26.87,21.61,22.02
1988,7,1,2.48,98.57,4.18,86.31,27.87,20.99,21.61
1988,7,2,2.04,98.55,13.22,89.81,25.8,21.53,21.48
1988,7,3,3.09,98.5,13.26,89,27.56,20.94,21.79
1988,7,4,2.84,98.58,3.54,89.62,27.43,21.47,21.86
1988,7,5,2.3,98.58,0.17,83.81,29.33,20.33,21.33
1988,7,6,3.06,98.59,0.22,84.25,29.26,20.16,21.53
1988,7,7,2.84,98.7,0.12,83.06,29.19,20.95,21.51
1988,7,8,2.56,98.66,1.32,85.19,28.51,21.72,21.79
1988,7,9,3.47,98.61,2.52,87.19,27.53,21.93,21.85
1988,7,10,3.68,98.69,16.08,87.5,28.65,21.28,21.92
1988,7,11,2.68,98.88,14.13,88.56,26.69,20.83,21.42
1988,7,12,2.85,98.85,28.94,88.88,28,21.07,22.06
1988,7,13,3.33,98.8,13.14,90.31,26.55,21.4,21.97
1988,7,14,3.44,98.84,9.68,88.88,27.87,21.82,22.05
1988,7,15,3.12,98.9,2.98,87.56,28.28,21.49,22.02
1988,7,16,3.84,98.96,1.93,89.19,27.02,21.4,21.73
1988,7,17,4.54,98.87,2.1,86.69,27.61,21.06,21.21
1988,7,18,4.17,98.85,2.62,89.25,26.04,20.07,20.94
1988,7,19,4.24,98.86,1.93,86.75,28.1,20.96,21.37
1988,7,20,4.38,98.86,0.51,85.44,28.48,20.6,21.16
1988,7,21,3.82,98.76,0.44,86.56,26.98,20.62,20.89
1988,7,22,3.06,98.76,0.1,85,28.46,19.61,20.88
1988,7,23,3.16,98.75,0.35,84.75,28.7,19.73,21.03
1988,7,24,4.17,98.67,0.53,85.06,28.24,20.76,21.23
1988,7,25,4.73,98.68,1.19,85.81,28.2,20.94,21.06
1988,7,26,3.71,98.76,0.72,85.12,28.26,19.87,20.88
1988,7,27,4.05,98.78,1.48,84.31,28.69,19.94,20.98
1988,7,28,3.8,98.76,2.11,85.62,28.08,19.65,20.81
1988,7,29,4.31,98.72,1.76,85.5,27.94,20.03,20.85
1988,7,30,4.05,98.72,1.07,85.31,27.84,20.44,20.76
1988,7,31,4.21,98.73,0.83,85.06,27.63,20.2,20.51
1988,8,1,3.46,98.77,0.29,82.5,28.38,19.77,20.3
1988,8,2,2.96,98.82,0.35,83.94,27.62,20.21,20.3
1988,8,3,2.91,98.82,0.06,81.12,29.83,19.31,20.4
1988,8,4,3.24,98.75,0.35,83.81,27.94,20.46,20.82
1988,8,5,3.77,98.72,1.13,84.88,27.48,20.53,20.84
1988,8,6,4.48,98.69,0.63,81.5,29.58,20.26,20.82
1988,8,7,3.98,98.73,0.88,81.31,29.66,20.58,20.84
1988,8,8,4.1,98.66,1.21,82.44,28.9,20.55,20.69
1988,8,9,3.35,98.63,1.6,84.44,27.51,20.51,20.62
1988,8,10,3.12,98.62,1.32,81.88,29.39,20.41,20.77
1988,8,11,4.26,98.61,2.3,81.31,29.75,20.69,20.76
1988,8,12,4.6,98.66,1.57,82,29.55,20.21,20.42
1988,8,13,3.02,98.73,1.75,80.44,30.26,19.77,20.68
1988,8,14,3.22,98.67,3.57,84.31,28.23,21.21,21.28
1988,8,15,4.42,98.64,1.99,81.88,29.53,21.12,20.98
1988,8,16,3.94,98.69,1.15,79,30.37,20.78,20.71
1988,8,17,3.02,98.72,0.68,76.88,31.37,20.54,20.53
1988,8,18,3.41,98.69,1.56,77.31,31.05,20.55,20.55
1988,8,19,4.67,98.54,0.11,77.69,29.9,20.68,20.25
1988,8,20,3.59,98.58,0.04,74.69,31.58,20.05,19.69
1988,8,21,3.52,98.58,0.62,76.12,31.27,20.05,20.34
1988,8,22,4.09,98.58,0.71,79.44,30.48,21.2,20.79
1988,8,23,5.1,98.59,0.35,76.25,31.39,20.98,20.29
1988,8,24,4.56,98.54,1.99,80.88,28.75,21.03,20.44
1988,8,25,4.16,98.41,5.55,83.88,28.83,20.71,21.01
1988,8,26,4.55,98.45,2.42,82.19,28.7,20.87,20.48
1988,8,27,3.62,98.58,0.71,75.5,31.15,20.3,19.86
1988,8,28,4.01,98.51,2.21,78.88,29.83,20.26,20.14
1988,8,29,4.08,98.43,6.01,82.56,28.24,20.59,20.29
1988,8,30,3.49,98.46,3.51,78.94,30.4,20.01,20.01
1988,8,31,3.07,98.62,14.2,83.94,28.18,19.96,20.5
1988,9,1,3.55,98.66,4.39,81.69,30.91,20.63,21.08
1988,9,2,3.8,98.66,8.69,82.19,30.38,20.61,20.87
1988,9,3,3.33,98.58,4,83.38,28.61,20.42,21.02
1988,9,4,3.37,98.64,7.9,86.44,27.61,21.18,21.13
1988,9,5,2.77,98.65,6.95,83.62,28.25,20.76,21.01
1988,9,6,2.56,98.63,14.26,83,30.09,20.96,21.6
1988,9,7,3.05,98.56,4.95,83.94,29.14,21.07,21.37
1988,9,8,2.41,98.44,3.13,83.31,29.44,21.3,21.47
1988,9,9,3.86,98.44,5.73,83.75,30.15,21.45,21.52
1988,9,10,4.01,98.57,2.86,80.81,30.47,20.81,20.91
1988,9,11,2.84,98.61,9.37,82.5,29.98,20.33,21.34
1988,9,12,2.6,98.52,36.85,89.94,25.71,21.37,21.71
1988,9,13,2.66,98.42,14.48,87.19,27.84,20.69,21.34
1988,9,14,2.77,98.52,16.85,87.19,28.62,20.87,21.76
1988,9,15,2.77,98.63,10.06,86.81,28.98,21.02,21.98
1988,9,16,2.77,98.67,22.5,90.25,26.37,21.69,21.87
1988,9,17,1.95,98.52,31.58,87.06,28.66,20.89,21.85
1988,9,18,2.05,98.57,4.78,87.12,28.59,21.44,22.09
1988,9,19,2.34,98.67,7.34,84.75,29.03,21.23,21.87
1988,9,20,2.77,98.76,6.94,89.88,26.68,21.58,21.94
1988,9,21,2.93,98.73,4.64,88.5,28.18,21.58,22.32
1988,9,22,2.92,98.69,5.87,89.62,26.98,21.76,22.05
1988,9,23,2.91,98.59,24.57,88.69,28.23,21.46,22.18
1988,9,24,3.28,98.55,33.3,93.19,25.79,21.76,22.27
1988,9,25,3.94,98.59,18.62,91.44,27.19,21.66,22.3
1988,9,26,2.55,98.67,8.5,87.69,28.18,21.15,21.93
1988,9,27,2.69,98.61,10.01,88.56,27.51,21.35,21.91
1988,9,28,2.38,98.53,6.94,87.75,28.81,21.26,22.32
1988,9,29,2.52,98.6,6.3,88.56,27.83,21.41,21.95
1988,9,30,2.61,98.67,8.97,91.25,26.01,21.53,21.73
1988,10,1,3.41,98.6,2.23,86.94,29.08,21.06,22.08
1988,10,2,2.6,98.48,2.2,85.31,29.08,21.37,22.34
1988,10,3,2.7,98.45,7.07,88.19,28.63,22.15,22.71
1988,10,4,2.34,98.48,11.52,91.81,26.62,21.98,22.3
1988,10,5,1.93,98.56,3.74,88.06,27.96,21.32,22.15
1988,10,6,2.11,98.55,5.35,86.19,29.41,21.51,22.46
1988,10,7,1.96,98.49,9.31,85.94,29.03,21.6,22.33
1988,10,8,2.64,98.5,17.05,89,28.63,21.17,22.59
1988,10,9,2.55,98.62,6.66,89.62,28.06,21.76,22.47
1988,10,10,1.88,98.66,12.54,88.31,28.71,21.26,22.42
1988,10,11,2.29,98.62,4.95,87.38,29.17,21.71,22.62
1988,10,12,2.66,98.54,5.73,87,29.53,21.47,22.62
1988,10,13,2.29,98.5,1.37,86.25,29.68,21.4,22.65
1988,10,14,2.52,98.43,2.54,86.81,29.48,21.67,22.67
1988,10,15,2.62,98.42,1.2,88.38,28.9,21.31,22.55
1988,10,16,2.3,98.48,1.54,87.81,28.95,21.78,22.7
1988,10,17,2.47,98.48,4.55,87.12,29.71,22.08,23.01
1988,10,18,2.03,98.46,7,88.5,28.67,22.55,23.12
1988,10,19,2.09,98.44,2,87.62,28.67,22.51,22.82
1988,10,20,2.14,98.53,3,88.75,28.47,21.85,22.72
1988,10,21,2.25,98.5,4.32,86.62,29.53,21.98,22.69
1988,10,22,2.73,98.48,7.65,88.31,28.94,22.12,22.73
1988,10,23,2.38,98.42,6.14,87.19,29.27,21.31,22.53
1988,10,24,2.84,98.39,3.82,87.25,29.53,21.59,22.69
1988,10,25,2.48,98.38,3.62,86.81,29.47,21.57,22.59
1988,10,26,2.15,98.28,2.88,84.88,29.82,21.27,22.51
1988,10,27,2.28,98.28,7.7,86.81,29.65,22.12,22.99
1988,10,28,2.3,98.44,12.43,87.75,29.37,22.1,22.96
1988,10,29,2.8,98.57,4.38,88.25,28.99,21.97,22.77
1988,10,30,2.2,98.56,4.29,86.81,29.58,21.65,22.58
1988,10,31,2.59,98.47,5.83,86.94,29.71,21.55,22.61
1988,11,1,2.21,98.52,3.9,86,29.56,21.96,22.51
1988,11,2,2.27,98.61,10.31,86.75,29.2,21.56,22.42
1988,11,3,2.27,98.61,3.01,86.94,28.83,21.3,22.3
1988,11,4,2.29,98.54,3.14,85.88,29.55,21.39,22.47
1988,11,5,2.21,98.58,8.2,83.56,30.05,21.42,22.23
1988,11,6,2.2,98.67,4.17,83.94,30.4,21.61,22.24
1988,11,7,2.14,98.68,0.95,84,30.3,21.41,22.21
1988,11,8,2.3,98.58,1.33,84,30,21.33,22.01
1988,11,9,2.05,98.59,1.77,84.62,29.59,21.15,22.03
1988,11,10,1.95,98.58,0.82,84.75,29.46,21.27,22.26
1988,11,11,1.97,98.56,1.43,83.5,29.73,21.48,22
1988,11,12,2.12,98.58,0.18,82.88,30.3,21.53,22.23
1988,11,13,2.34,98.53,0.18,83.75,30.72,21.45,22.4
1988,11,14,2.3,98.57,0.21,84.06,30.13,22.33,22.58
1988,11,15,1.98,98.47,0.19,83.88,29.9,21.66,22.4
1988,11,16,1.91,98.41,0.28,81.94,30.18,21.92,22.26
1988,11,17,2.03,98.39,1.32,84.06,29.54,22.12,22.37
1988,11,18,1.9,98.43,1.15,84.19,29.44,21.89,22.33
1988,11,19,2.22,98.46,0.78,83.94,29.86,21.98,22.39
1988,11,20,1.87,98.48,1.61,82.12,30.56,21.66,22.21
1988,11,21,1.88,98.51,1.99,84.19,29.67,22.24,22.51
1988,11,22,2.26,98.49,0.33,85.19,29.48,22.02,22.62
1988,11,23,1.98,98.51,0.26,83.25,30.28,22.17,22.54
1988,11,24,2.27,98.51,0.23,81.88,30.87,21.9,22.26
1988,11,25,2.6,98.58,0.25,82.44,30.05,21.7,21.94
1988,11,26,2.36,98.55,0.15,81.88,30.12,22.03,21.95
1988,11,27,1.86,98.47,0.11,81.44,30.24,21.69,21.83
1988,11,28,2.39,98.46,0.14,81.94,30.51,21.07,21.48
1988,11,29,2.18,98.43,0.42,82.25,30.51,20.66,21.81
1988,11,30,1.98,98.45,0.73,83.5,30.08,22.02,22.08
1988,12,1,1.52,98.39,0.21,81.75,28.89,21.87,21.51
1988,12,2,1.29,98.37,0.09,71.25,30.76,21.76,20.29
1988,12,3,2.33,98.5,0.05,80.19,31.36,21.48,21.94
1988,12,4,2.23,98.58,0.04,78.81,31.89,21.71,21.83
1988,12,5,2.27,98.5,0.03,78.62,31.69,21.87,21.85
1988,12,6,2.45,98.4,0.06,80,31.13,22.07,21.98
1988,12,7,2.47,98.36,1.81,81.75,29.91,22.69,22.05
1988,12,8,1.73,98.41,4.71,81.88,29.32,21.9,21.92
1988,12,9,1.91,98.48,2.84,81.69,28.76,22.19,21.7
1988,12,10,1.79,98.52,4.45,84.5,28.44,21.43,21.65
1988,12,11,1.94,98.51,3.55,85.19,28.44,21.51,21.5
1988,12,12,1.88,98.45,0.5,77.62,29.81,21.39,20.74
1988,12,13,0.86,98.45,0.45,65,29.12,21.38,17.47
1988,12,14,1.55,98.47,2.32,81.19,29.41,21.84,21.44
1988,12,15,1.56,98.45,0.81,78.94,29.56,21.8,21.08
1988,12,16,1.82,98.35,0.52,74.25,29.21,20.96,19.65
1988,12,17,1.48,98.41,0,77.25,29.69,20.87,20.67
1988,12,18,2.03,98.42,0,70.44,31.94,21.79,19.96
1988,12,19,2.6,98.37,0,77.06,32.08,21.3,21.08
1988,12,20,1.8,98.4,0,75.69,31.81,21.64,20.97
1988,12,21,2.12,98.43,0,74.88,31.76,21.27,20.69
1988,12,22,2.21,98.4,0,71.25,31.96,21.33,19.83
1988,12,23,3.14,98.42,0,55.19,30.32,20.05,13.54
1988,12,24,3.31,98.48,0,54.94,30.98,16.64,11.81
1988,12,25,2.38,98.54,0,57.62,31.62,17.88,14.01
1988,12,26,1.85,98.56,0,66.69,30.59,21.42,17.94
1988,12,27,1.67,98.42,0,67.5,32.7,20.18,18.69
1988,12,28,1.8,98.41,0,70.06,32.53,20.69,19.4
1988,12,29,2.15,98.44,0,72.81,32.37,20.73,19.83
1988,12,30,1.99,98.47,0,67.19,32.9,19.82,18.34
1988,12,31,2.2,98.53,0,66.5,33.26,20.06,17.99
1989,1,1,2.66,98.6,0,61.75,31.93,19.63,15.58
1989,1,2,2.48,98.61,0,54.25,31.59,17.07,12.26
1989,1,3,3.12,98.73,0,56.56,31.02,15.93,11.91
1989,1,4,3.46,98.78,0,53.69,31.4,15.02,11.14
1989,1,5,3.49,98.64,0,57.19,31.73,17.08,13.37
1989,1,6,2.99,98.52,0,56.25,31.95,17.9,14
1989,1,7,3.3,98.39,0,58.31,32.25,17.75,14.23
1989,1,8,2.87,98.4,0,61.62,32.53,17.86,15.48
1989,1,9,2.52,98.48,0,63.75,33.4,19.08,16.53
1989,1,10,2.44,98.5,0,63.25,34,18.43,16.21
1989,1,11,2.92,98.47,0,62.62,33.69,17.96,15.35
1989,1,12,2.7,98.56,0,62.19,33.78,18.2,15.57
1989,1,13,2.63,98.66,0,62.31,34.14,17.87,15.76
